source_path	file name	resolution	dwi count(b0/dwi)	max b-value	DWI contrast	neighboring DWI correlation	neighboring DWI correlation(masked)
data-nih/abcd/abcd-site06	sub-NDARINV4YPJW3P2_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.656196	0.960787	0.843681
data-nih/abcd/abcd-site06	sub-NDARINV4YPJW3P2_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.600100	0.963273	0.866000
data-nih/abcd/abcd-site06	sub-NDARINV4YPJW3P2_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.748847	0.958649	0.820351
data-nih/abcd/abcd-site06	sub-NDARINV51ZUKMA3_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.607393	0.963931	0.865989
data-nih/abcd/abcd-site06	sub-NDARINV51ZUKMA3_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.677879	0.957997	0.850176
data-nih/abcd/abcd-site06	sub-NDARINV51ZUKMA3_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.751998	0.955437	0.827162
data-nih/abcd/abcd-site06	sub-NDARINV53LYW9M5_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.654315	0.959057	0.832269
data-nih/abcd/abcd-site06	sub-NDARINV53LYW9M5_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.642270	0.960763	0.845284
data-nih/abcd/abcd-site06	sub-NDARINV54HNXP3N_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.571773	0.896406	0.606945
data-nih/abcd/abcd-site06	sub-NDARINV56L57G10_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.600495	0.967899	0.874790
data-nih/abcd/abcd-site06	sub-NDARINV56L57G10_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.503847	0.968433	0.888399
data-nih/abcd/abcd-site06	sub-NDARINV56L57G10_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.848135	0.960776	0.829834
data-nih/abcd/abcd-site06	sub-NDARINV56YTNZ4V_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.781360	0.967424	0.856525
data-nih/abcd/abcd-site06	sub-NDARINV56YTNZ4V_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.926009	0.964285	0.840004
data-nih/abcd/abcd-site06	sub-NDARINV56YTNZ4V_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	2.017713	0.960690	0.809149
data-nih/abcd/abcd-site06	sub-NDARINV5784LZWF_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.657722	0.964368	0.870443
data-nih/abcd/abcd-site06	sub-NDARINV5784LZWF_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.858665	0.958366	0.838762
data-nih/abcd/abcd-site06	sub-NDARINV5784LZWF_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.992485	0.955926	0.803544
data-nih/abcd/abcd-site06	sub-NDARINV583EKH0A_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.917513	0.960661	0.818449
data-nih/abcd/abcd-site06	sub-NDARINV5890XJCZ_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.674133	0.957615	0.816203
data-nih/abcd/abcd-site06	sub-NDARINV5890XJCZ_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.790003	0.962101	0.841381
data-nih/abcd/abcd-site06	sub-NDARINV5CAVZWXG_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.652112	0.966361	0.862844
data-nih/abcd/abcd-site06	sub-NDARINV5CAVZWXG_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.739512	0.959474	0.835079
data-nih/abcd/abcd-site06	sub-NDARINV5G3DP835_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.400447	0.955851	0.840301
data-nih/abcd/abcd-site06	sub-NDARINV5G3DP835_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.523821	0.958222	0.836132
data-nih/abcd/abcd-site06	sub-NDARINV5KTH90ED_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.787687	0.967244	0.857408
data-nih/abcd/abcd-site06	sub-NDARINV5KTH90ED_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.838430	0.961207	0.833972
data-nih/abcd/abcd-site06	sub-NDARINV5N40CFL4_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.694273	0.960821	0.829748
data-nih/abcd/abcd-site06	sub-NDARINV5N40CFL4_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.634348	0.960627	0.851378
data-nih/abcd/abcd-site06	sub-NDARINV5N40CFL4_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.691790	0.962237	0.849132
data-nih/abcd/abcd-site06	sub-NDARINV5UAF6YMT_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.587576	0.968570	0.871686
data-nih/abcd/abcd-site06	sub-NDARINV5UAF6YMT_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.639126	0.963292	0.837905
data-nih/abcd/abcd-site06	sub-NDARINV5V2AYDE7_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.689678	0.965380	0.857180
data-nih/abcd/abcd-site06	sub-NDARINV5V2AYDE7_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.577792	0.963534	0.861772
data-nih/abcd/abcd-site06	sub-NDARINV5V2AYDE7_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.759211	0.949658	0.793963
data-nih/abcd/abcd-site06	sub-NDARINV5V348XPG_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.678892	0.960519	0.828986
data-nih/abcd/abcd-site06	sub-NDARINV5V348XPG_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.620338	0.968626	0.880234
data-nih/abcd/abcd-site06	sub-NDARINV5V348XPG_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.969190	0.956545	0.786981
data-nih/abcd/abcd-site06	sub-NDARINV5VVD4E6G_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.645946	0.964025	0.858829
data-nih/abcd/abcd-site06	sub-NDARINV5VVD4E6G_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.631801	0.963320	0.854107
data-nih/abcd/abcd-site06	sub-NDARINV64EVZUTB_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.720403	0.967027	0.869465
data-nih/abcd/abcd-site06	sub-NDARINV64EVZUTB_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.940956	0.958433	0.809270
data-nih/abcd/abcd-site06	sub-NDARINV64HHWR5T_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.797306	0.958090	0.818481
data-nih/abcd/abcd-site06	sub-NDARINV67CCUNV4_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	2.183837	0.959180	0.802586
data-nih/abcd/abcd-site06	sub-NDARINV67GRP56R_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.746825	0.962586	0.842495
data-nih/abcd/abcd-site06	sub-NDARINV67GRP56R_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.708128	0.960881	0.836539
data-nih/abcd/abcd-site06	sub-NDARINV67GRP56R_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.656574	0.959142	0.832069
data-nih/abcd/abcd-site06	sub-NDARINV67TUZJU7_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.615282	0.964167	0.850390
data-nih/abcd/abcd-site06	sub-NDARINV67TUZJU7_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.807948	0.956343	0.808090
data-nih/abcd/abcd-site06	sub-NDARINV68YKYYY5_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.503572	0.966466	0.884070
data-nih/abcd/abcd-site06	sub-NDARINV68YKYYY5_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.771762	0.959278	0.824393
data-nih/abcd/abcd-site06	sub-NDARINV69W6GH2W_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.795087	0.967192	0.851465
data-nih/abcd/abcd-site06	sub-NDARINV69W6GH2W_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.849806	0.964225	0.840226
data-nih/abcd/abcd-site06	sub-NDARINV69W6GH2W_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.910366	0.961383	0.819477
data-nih/abcd/abcd-site06	sub-NDARINV6AR8A46Z_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.610669	0.966903	0.865029
data-nih/abcd/abcd-site06	sub-NDARINV6AR8A46Z_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.785503	0.956277	0.802426
data-nih/abcd/abcd-site06	sub-NDARINV6BAW7VRX_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.747792	0.967869	0.863229
data-nih/abcd/abcd-site06	sub-NDARINV6BAW7VRX_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.782176	0.962211	0.849027
data-nih/abcd/abcd-site06	sub-NDARINV6NFVRHFA_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.810577	0.962011	0.826270
data-nih/abcd/abcd-site06	sub-NDARINV6NJ4UWH8_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.892478	0.961703	0.837081
data-nih/abcd/abcd-site06	sub-NDARINV6NJ4UWH8_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	2.135554	0.951137	0.764234
data-nih/abcd/abcd-site06	sub-NDARINV6PZCMKHU_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.742298	0.959492	0.814697
data-nih/abcd/abcd-site06	sub-NDARINV6PZCMKHU_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.844701	0.959701	0.816793
data-nih/abcd/abcd-site06	sub-NDARINV6XNGNVUC_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.704011	0.935550	0.717354
data-nih/abcd/abcd-site06	sub-NDARINV6XNGNVUC_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.777984	0.961223	0.829155
data-nih/abcd/abcd-site06	sub-NDARINV701F04JM_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.836762	0.959699	0.824620
data-nih/abcd/abcd-site06	sub-NDARINV71136NP6_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.594231	0.965106	0.856814
data-nih/abcd/abcd-site06	sub-NDARINV71136NP6_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.680881	0.959503	0.831333
data-nih/abcd/abcd-site06	sub-NDARINV71580HYU_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.672875	0.967283	0.865394
data-nih/abcd/abcd-site06	sub-NDARINV71580HYU_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.733188	0.962858	0.839902
data-nih/abcd/abcd-site06	sub-NDARINV72F575DA_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.608001	0.966511	0.860005
data-nih/abcd/abcd-site06	sub-NDARINV78DM8A8U_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.643586	0.957040	0.815753
data-nih/abcd/abcd-site06	sub-NDARINV78DM8A8U_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.751016	0.947807	0.767849
data-nih/abcd/abcd-site06	sub-NDARINV78TL163B_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.471223	0.963246	0.875598
data-nih/abcd/abcd-site06	sub-NDARINV78TL163B_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.522064	0.956533	0.852833
data-nih/abcd/abcd-site06	sub-NDARINV78TL163B_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.541989	0.954451	0.832513
data-nih/abcd/abcd-site06	sub-NDARINV7JG084UZ_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.609885	0.941717	0.741715
data-nih/abcd/abcd-site06	sub-NDARINV7JG084UZ_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.758917	0.952725	0.791438
data-nih/abcd/abcd-site06	sub-NDARINV7KN1R7KK_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.595628	0.963371	0.859617
data-nih/abcd/abcd-site06	sub-NDARINV7KN1R7KK_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.782727	0.957776	0.813312
data-nih/abcd/abcd-site06	sub-NDARINV7KP7C6RB_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.750799	0.971846	0.869044
data-nih/abcd/abcd-site06	sub-NDARINV7KP7C6RB_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.920112	0.962205	0.820487
data-nih/abcd/abcd-site06	sub-NDARINV7L87171T_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.698678	0.940654	0.731904
data-nih/abcd/abcd-site06	sub-NDARINV7L87171T_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.825082	0.952326	0.796516
data-nih/abcd/abcd-site06	sub-NDARINV7LM8LGFW_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.555868	0.966377	0.874762
data-nih/abcd/abcd-site06	sub-NDARINV7LM8LGFW_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.643133	0.953568	0.842503
data-nih/abcd/abcd-site06	sub-NDARINV7LM8LGFW_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.806632	0.954929	0.813281
data-nih/abcd/abcd-site06	sub-NDARINV7N4ED3TP_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.573219	0.967818	0.874048
data-nih/abcd/abcd-site06	sub-NDARINV7N4ED3TP_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.908523	0.960432	0.827393
data-nih/abcd/abcd-site06	sub-NDARINV7N4ED3TP_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.971630	0.960895	0.815488
data-nih/abcd/abcd-site06	sub-NDARINV7U9JKJT0_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.867496	0.956158	0.807379
data-nih/abcd/abcd-site06	sub-NDARINV7XMDVMD9_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.956890	0.963061	0.824900
data-nih/abcd/abcd-site06	sub-NDARINV8179BTRR_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.820006	0.963818	0.831906
data-nih/abcd/abcd-site06	sub-NDARINV8179BTRR_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.901192	0.943700	0.721970
data-nih/abcd/abcd-site06	sub-NDARINV8506NUKE_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.860416	0.961291	0.821389
data-nih/abcd/abcd-site06	sub-NDARINV859KRFB8_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.659453	0.966408	0.862167
data-nih/abcd/abcd-site06	sub-NDARINV859KRFB8_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.737675	0.955404	0.817698
data-nih/abcd/abcd-site06	sub-NDARINV87XG4274_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.575385	0.969380	0.866678
data-nih/abcd/abcd-site06	sub-NDARINV87XG4274_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.633312	0.964106	0.840640
data-nih/abcd/abcd-site06	sub-NDARINV88PHXJ3C_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.625055	0.966806	0.864317
data-nih/abcd/abcd-site06	sub-NDARINV88PHXJ3C_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.679872	0.958715	0.823380
data-nih/abcd/abcd-site06	sub-NDARINV89ZP9REV_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.664016	0.962645	0.837318
data-nih/abcd/abcd-site06	sub-NDARINV89ZP9REV_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.733302	0.958150	0.814674
data-nih/abcd/abcd-site06	sub-NDARINV8ABZJ66W_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.357283	0.925620	0.747637
data-nih/abcd/abcd-site06	sub-NDARINV8ABZJ66W_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.600564	0.950225	0.805098
data-nih/abcd/abcd-site06	sub-NDARINV8B8WV7MT_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.771240	0.961840	0.835525
data-nih/abcd/abcd-site06	sub-NDARINV8BU41UCM_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.707091	0.962427	0.837890
data-nih/abcd/abcd-site06	sub-NDARINV8BU41UCM_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.794151	0.956481	0.815738
data-nih/abcd/abcd-site06	sub-NDARINV8CT52P5H_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.671279	0.962577	0.853767
data-nih/abcd/abcd-site06	sub-NDARINV8CT52P5H_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.809931	0.961978	0.839623
data-nih/abcd/abcd-site06	sub-NDARINV8DJ5XGV5_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.780360	0.963993	0.840917
data-nih/abcd/abcd-site06	sub-NDARINV8DJ5XGV5_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.795955	0.969197	0.862306
data-nih/abcd/abcd-site06	sub-NDARINV8DJ5XGV5_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.890793	0.961718	0.825791
data-nih/abcd/abcd-site06	sub-NDARINV8DP8Y67B_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.673107	0.956904	0.828836
data-nih/abcd/abcd-site06	sub-NDARINV8E597FU6_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.609232	0.969217	0.872634
data-nih/abcd/abcd-site06	sub-NDARINV8E597FU6_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.884628	0.950596	0.769514
data-nih/abcd/abcd-site06	sub-NDARINV8FCEHCME_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.623795	0.957158	0.831700
data-nih/abcd/abcd-site06	sub-NDARINV8H756ZWX_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.805460	0.965957	0.850277
data-nih/abcd/abcd-site06	sub-NDARINV8H756ZWX_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.871277	0.960543	0.825119
data-nih/abcd/abcd-site06	sub-NDARINV8J2PXGLH_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.661636	0.968763	0.865738
data-nih/abcd/abcd-site06	sub-NDARINV8J2PXGLH_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.727594	0.961055	0.831765
data-nih/abcd/abcd-site06	sub-NDARINV8L7MBY64_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.674194	0.961712	0.847834
data-nih/abcd/abcd-site06	sub-NDARINV8MYFRL4J_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.884192	0.958951	0.814475
data-nih/abcd/abcd-site06	sub-NDARINV8ULGYC8V_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.677168	0.965720	0.860813
data-nih/abcd/abcd-site06	sub-NDARINV8ULGYC8V_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.625276	0.962890	0.856755
data-nih/abcd/abcd-site06	sub-NDARINV8VU3KZAR_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.846385	0.968297	0.858582
data-nih/abcd/abcd-site06	sub-NDARINV8VU3KZAR_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.853467	0.965379	0.850947
data-nih/abcd/abcd-site06	sub-NDARINV8VU3KZAR_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.901765	0.962832	0.830423
data-nih/abcd/abcd-site06	sub-NDARINV8VY66V2D_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.697148	0.957861	0.805311
data-nih/abcd/abcd-site06	sub-NDARINV8VY66V2D_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.756713	0.965352	0.853417
data-nih/abcd/abcd-site06	sub-NDARINV8VY66V2D_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.749349	0.948727	0.769090
data-nih/abcd/abcd-site06	sub-NDARINV8WTKMETK_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.638012	0.938448	0.765176
data-nih/abcd/abcd-site06	sub-NDARINV901KYNND_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.538496	0.966726	0.872956
data-nih/abcd/abcd-site06	sub-NDARINV901KYNND_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.475969	0.960222	0.857427
data-nih/abcd/abcd-site06	sub-NDARINV94V97129_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.766136	0.955471	0.817735
data-nih/abcd/abcd-site06	sub-NDARINV9924G4W9_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.962891	0.950737	0.760653
data-nih/abcd/abcd-site06	sub-NDARINV9A6HTXF6_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.678343	0.962658	0.842110
data-nih/abcd/abcd-site06	sub-NDARINV9A6HTXF6_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.717235	0.963283	0.848348
data-nih/abcd/abcd-site06	sub-NDARINV9A6HTXF6_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.817440	0.959687	0.829677
data-nih/abcd/abcd-site06	sub-NDARINV9E8PXJ9L_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.571044	0.968326	0.877609
data-nih/abcd/abcd-site06	sub-NDARINV9E8PXJ9L_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.697626	0.962211	0.842829
data-nih/abcd/abcd-site06	sub-NDARINV9EFM2PFZ_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.758577	0.967113	0.857158
data-nih/abcd/abcd-site06	sub-NDARINV9EFM2PFZ_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.851126	0.957553	0.815651
data-nih/abcd/abcd-site06	sub-NDARINV9GUXU365_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.674376	0.957524	0.818589
data-nih/abcd/abcd-site06	sub-NDARINV9JLEZ6WE_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.843659	0.958803	0.823895
data-nih/abcd/abcd-site06	sub-NDARINV9K086XZF_ses-4YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.791272	0.964835	0.851432
data-nih/abcd/abcd-site06	sub-NDARINV9K086XZF_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.914599	0.961100	0.807154
data-nih/abcd/abcd-site06	sub-NDARINV9PA518RY_ses-baselineYear1Arm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.713012	0.957105	0.817256
data-nih/abcd/abcd-site06	sub-NDARINV9PUA8D0B_ses-2YearFollowUpYArm1_run-01_dwi	1.7 1.7 1.7 	7/96	3000.000000	1.577770	0.957504	0.829164
