source_path	file name	resolution	dwi count(b0/dwi)	max b-value	DWI contrast	neighboring DWI correlation	neighboring DWI correlation(masked)
data-hcp/disease/am	sub-AB462FH0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.352111	0.933546	0.626349
data-hcp/disease/am	sub-AC286ZE7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.458505	0.922680	0.565940
data-hcp/disease/am	sub-AC789HEZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.019380	0.917643	0.560723
data-hcp/disease/am	sub-AH947BE7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.577693	0.919720	0.574130
data-hcp/disease/am	sub-AK355PMH_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.325425	0.910688	0.546913
data-hcp/disease/am	sub-AP085ZWF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.779203	0.924656	0.592135
data-hcp/disease/am	sub-BB471NAU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.087552	0.921888	0.611381
data-hcp/disease/am	sub-BC931RBR_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.369797	0.907773	0.551861
data-hcp/disease/am	sub-BD224PBF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.221374	0.915043	0.560939
data-hcp/disease/am	sub-BD233CBV_dwi	1.5 1.5 1.5 	28/370	3010.000000	3.036476	0.935812	0.654478
data-hcp/disease/am	sub-BD391CN8_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.127656	0.929265	0.654103
data-hcp/disease/am	sub-BE049VJV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.375731	0.922255	0.580361
data-hcp/disease/am	sub-BE513RT4_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.387192	0.931546	0.656194
data-hcp/disease/am	sub-BF292NPE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.067026	0.915933	0.553314
data-hcp/disease/am	sub-BF327JV3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.342635	0.920248	0.585463
data-hcp/disease/am	sub-BF462CRC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.294938	0.923489	0.625282
data-hcp/disease/am	sub-BG497RE1_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.200924	0.914228	0.552662
data-hcp/disease/am	sub-BJ479DNM_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.584376	0.924974	0.616082
data-hcp/disease/am	sub-BK027PDF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.185871	0.925470	0.647932
data-hcp/disease/am	sub-BL814BJK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.425894	0.919945	0.586541
data-hcp/disease/am	sub-BN898TJE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.603414	0.935168	0.641863
data-hcp/disease/am	sub-BP353XD2_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.092255	0.918470	0.578840
data-hcp/disease/am	sub-BT583XH6_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.707489	0.930782	0.638244
data-hcp/disease/am	sub-BV826WGR_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.137942	0.825270	0.259576
data-hcp/disease/am	sub-BX751GMR_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.479177	0.926828	0.605877
data-hcp/disease/am	sub-BX891PYU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.166927	0.913155	0.559230
data-hcp/disease/am	sub-CE114CEP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.858072	0.928429	0.602230
data-hcp/disease/am	sub-CG071YN8_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.525739	0.923543	0.592842
data-hcp/disease/am	sub-CG271VGC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.480209	0.912476	0.538275
data-hcp/disease/am	sub-CJ507GP3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.032317	0.920648	0.609256
data-hcp/disease/am	sub-CM769WZL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.478943	0.932002	0.627630
data-hcp/disease/am	sub-CY406TU1_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.209734	0.920402	0.568085
data-hcp/disease/am	sub-CY714KMT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.864012	0.934899	0.637069
data-hcp/disease/am	sub-DC373VFK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.475795	0.932135	0.637377
data-hcp/disease/am	sub-DL667VMW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.289882	0.917683	0.555464
data-hcp/disease/am	sub-DP285CUK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.627416	0.929650	0.618496
data-hcp/disease/am	sub-DR017YX2_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.264248	0.936644	0.657248
data-hcp/disease/am	sub-DU282NKX_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.931345	0.930795	0.626759
data-hcp/disease/am	sub-DV056JZW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.503730	0.907546	0.497367
data-hcp/disease/am	sub-DY284VH9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.309877	0.929647	0.616930
data-hcp/disease/am	sub-DY771TXZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.490074	0.930112	0.629104
data-hcp/disease/am	sub-EB293BD3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.709516	0.930643	0.629710
data-hcp/disease/am	sub-EB933ZEU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.574102	0.913493	0.559795
data-hcp/disease/am	sub-EH040NBZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.404118	0.911154	0.531284
data-hcp/disease/am	sub-EU727GCY_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.381807	0.921811	0.595454
data-hcp/disease/am	sub-EU790BVQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.461868	0.912054	0.530088
data-hcp/disease/am	sub-EV437ZRD_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.472649	0.923179	0.620795
data-hcp/disease/am	sub-EW484UCJ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.445475	0.914092	0.554432
data-hcp/disease/am	sub-EZ915JK5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.276501	0.929440	0.628009
data-hcp/disease/am	sub-FG715MC9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.666460	0.923309	0.604024
data-hcp/disease/am	sub-FH525MFZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.954548	0.913232	0.585991
data-hcp/disease/am	sub-FJ182WAX_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.340228	0.912055	0.546627
data-hcp/disease/am	sub-FK058LLQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.398793	0.923732	0.597800
data-hcp/disease/am	sub-FN169LLA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.131023	0.906397	0.503379
data-hcp/disease/am	sub-FN432HL4_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.115751	0.920103	0.590250
data-hcp/disease/am	sub-FR746ENQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.330937	0.923797	0.622705
data-hcp/disease/am	sub-FW096LMD_dwi	1.5 1.5 1.5 	21/277	3010.000000	2.435279	0.909990	0.566109
data-hcp/disease/am	sub-FW879NK5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.313978	0.923527	0.604857
data-hcp/disease/am	sub-FX654VD0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.388656	0.925168	0.615970
data-hcp/disease/am	sub-GA244FWA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.512675	0.917477	0.574862
data-hcp/disease/am	sub-GA844BF5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.399433	0.908871	0.546461
data-hcp/disease/am	sub-GA858JGD_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.480236	0.917008	0.551139
data-hcp/disease/am	sub-GH895WJJ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.348640	0.930172	0.624864
data-hcp/disease/am	sub-GL122XCP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.446272	0.935023	0.655394
data-hcp/disease/am	sub-GN596ENP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.090560	0.914697	0.576335
data-hcp/disease/am	sub-GN658YEF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.517043	0.921069	0.583735
data-hcp/disease/am	sub-GR637FTT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.050094	0.932636	0.663041
data-hcp/disease/am	sub-GR782ALD_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.278342	0.881469	0.579282
data-hcp/disease/am	sub-GY602CJT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.007737	0.924919	0.643512
data-hcp/disease/am	sub-HA109LH7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.048685	0.930393	0.646985
data-hcp/disease/am	sub-HB314KBL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.224935	0.908876	0.546381
data-hcp/disease/am	sub-HD523CCU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.112468	0.908770	0.545250
data-hcp/disease/am	sub-HT268RLP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.534979	0.927342	0.621880
data-hcp/disease/am	sub-HT962AWZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.250486	0.912480	0.548907
data-hcp/disease/am	sub-HU677DFF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.727801	0.932538	0.619121
data-hcp/disease/am	sub-HW057DDD_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.308254	0.926555	0.624121
data-hcp/disease/am	sub-HX487CT9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.627334	0.927595	0.610789
data-hcp/disease/am	sub-HX662HCK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.271175	0.917413	0.610178
data-hcp/disease/am	sub-HZ301NUW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.448381	0.914265	0.541593
data-hcp/disease/am	sub-JD271PMF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.312449	0.915877	0.572884
data-hcp/disease/am	sub-JD548GTC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.237657	0.917352	0.565905
data-hcp/disease/am	sub-JD610TT3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.493854	0.927687	0.630026
data-hcp/disease/am	sub-JE397DXZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.480842	0.921576	0.594928
data-hcp/disease/am	sub-JE761AT2_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.533211	0.923678	0.597680
data-hcp/disease/am	sub-JF870TW0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.703328	0.931900	0.635907
data-hcp/disease/am	sub-JH406WC9_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.207648	0.861940	0.469431
data-hcp/disease/am	sub-JK112DT9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.405264	0.924362	0.593034
data-hcp/disease/am	sub-JL083WMP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.520944	0.936751	0.634598
data-hcp/disease/am	sub-JU569XVB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.419344	0.918366	0.577462
data-hcp/disease/am	sub-JV850MM5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.589802	0.925680	0.596084
data-hcp/disease/am	sub-JX049ZZW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.405082	0.928518	0.628514
data-hcp/disease/am	sub-JX575DVK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.266923	0.932492	0.641644
data-hcp/disease/am	sub-JY042TLY_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.361532	0.927571	0.629909
data-hcp/disease/am	sub-KG824UJV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.464705	0.932196	0.658204
data-hcp/disease/am	sub-KM333VX2_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.355027	0.922753	0.600919
data-hcp/disease/am	sub-KN305AUG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.438191	0.928792	0.618402
data-hcp/disease/am	sub-KR291PWN_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.256830	0.919153	0.603253
data-hcp/disease/am	sub-KT114VC9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.692791	0.926966	0.613030
data-hcp/disease/am	sub-KU015LTM_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.606266	0.920668	0.590420
data-hcp/disease/am	sub-KV126RTP_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.344123	0.933984	0.644324
data-hcp/disease/am	sub-KV612FZA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.827615	0.935287	0.643654
data-hcp/disease/am	sub-KX717YEC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.296657	0.919202	0.579170
data-hcp/disease/am	sub-LF454VE9_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.783751	0.926167	0.601741
data-hcp/disease/am	sub-LF826BAB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.599241	0.924265	0.603159
data-hcp/disease/am	sub-LH479MBF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.124614	0.921993	0.593857
data-hcp/disease/am	sub-LK756XYE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.404788	0.931284	0.630832
data-hcp/disease/am	sub-LM890ELE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.366166	0.926754	0.624046
data-hcp/disease/am	sub-LW289RG7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.209075	0.911778	0.534360
data-hcp/disease/am	sub-LZ041RY0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.549017	0.930178	0.617932
data-hcp/disease/am	sub-LZ935EEN_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.341751	0.835754	0.260479
data-hcp/disease/am	sub-MA155ATG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.306427	0.924923	0.604015
data-hcp/disease/am	sub-MB943VPJ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.086504	0.918785	0.560086
data-hcp/disease/am	sub-MC075DB1_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.227228	0.904959	0.513698
data-hcp/disease/am	sub-MD601CTU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.113374	0.913977	0.558878
data-hcp/disease/am	sub-ME189AXP_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.818790	0.909003	0.618586
data-hcp/disease/am	sub-ME335LZJ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.474053	0.918846	0.562833
data-hcp/disease/am	sub-ME497RF8_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.275161	0.928213	0.622454
data-hcp/disease/am	sub-MF293AHT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.226357	0.928461	0.647169
data-hcp/disease/am	sub-MK972BFE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.621949	0.925953	0.608862
data-hcp/disease/am	sub-ML391GRP_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.880412	0.918157	0.592432
data-hcp/disease/am	sub-ML764FX7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.200725	0.922280	0.593270
data-hcp/disease/am	sub-MU005YEC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.921331	0.929234	0.632847
data-hcp/disease/am	sub-MX535DRH_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.427724	0.934305	0.651566
data-hcp/disease/am	sub-MY146CCZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.287787	0.933432	0.660919
data-hcp/disease/am	sub-NA607WPM_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.387202	0.926191	0.624629
data-hcp/disease/am	sub-NA795KRC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.120909	0.906928	0.556533
data-hcp/disease/am	sub-NA955LXG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.469603	0.916440	0.578286
data-hcp/disease/am	sub-NC862LC5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.277629	0.913136	0.551077
data-hcp/disease/am	sub-ND215NZK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.427801	0.928047	0.618546
data-hcp/disease/am	sub-NG738JAE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.766969	0.929548	0.613591
data-hcp/disease/am	sub-NL885YJE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.437398	0.928034	0.609809
data-hcp/disease/am	sub-NR764NAK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.830318	0.922469	0.596051
data-hcp/disease/am	sub-NT063BKQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.286482	0.922347	0.601550
data-hcp/disease/am	sub-NV315EH4_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.472210	0.931108	0.646618
data-hcp/disease/am	sub-NZ824XHB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.625219	0.924482	0.617854
data-hcp/disease/am	sub-PA762UGZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.118757	0.917826	0.553360
data-hcp/disease/am	sub-PC197VR3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.869079	0.921913	0.548863
data-hcp/disease/am	sub-PC658LFW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.283498	0.928527	0.630286
data-hcp/disease/am	sub-PK532CVC_dwi	1.5 1.5 1.5 	25/309	3010.000000	2.030207	0.910219	0.530156
data-hcp/disease/am	sub-PK811MVW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.646155	0.931360	0.628725
data-hcp/disease/am	sub-PL982GHL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.613042	0.929276	0.624897
data-hcp/disease/am	sub-PM453ZN0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.553497	0.918209	0.576248
data-hcp/disease/am	sub-PR501YUL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.198621	0.914725	0.580221
data-hcp/disease/am	sub-PT040EGR_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.659861	0.924185	0.597103
data-hcp/disease/am	sub-PW706YNA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.241126	0.913577	0.600082
data-hcp/disease/am	sub-PZ537YY0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.231057	0.923931	0.579725
data-hcp/disease/am	sub-PZ543NVE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.354055	0.922461	0.613892
data-hcp/disease/am	sub-RD555DDH_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.114788	0.911088	0.566303
data-hcp/disease/am	sub-RE376YEF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.473408	0.928568	0.640065
data-hcp/disease/am	sub-RF879TA3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.676117	0.930713	0.624661
data-hcp/disease/am	sub-RG826ZYE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.205691	0.924793	0.637696
data-hcp/disease/am	sub-RG943WGE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.191731	0.918348	0.578161
data-hcp/disease/am	sub-RM328EP8_dwi	1.5 1.5 1.5 	27/348	3010.000000	2.544023	0.930874	0.630932
data-hcp/disease/am	sub-RR787YBF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.716651	0.926277	0.616407
data-hcp/disease/am	sub-RZ417KWN_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.877065	0.937284	0.655223
data-hcp/disease/am	sub-RZ584KWT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.344272	0.913188	0.550016
data-hcp/disease/am	sub-RZ612NKG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.241918	0.921862	0.620027
data-hcp/disease/am	sub-TH509MNV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.514668	0.933731	0.630059
data-hcp/disease/am	sub-TM277FTB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.193010	0.912770	0.576024
data-hcp/disease/am	sub-TT253KGW_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.444628	0.909372	0.582395
data-hcp/disease/am	sub-TT796GJK_dwi	1.5 1.5 1.5 	28/370	3005.000000	2.633602	0.921578	0.570623
data-hcp/disease/am	sub-TX476RVR_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.421694	0.933879	0.628125
data-hcp/disease/am	sub-TZ590DYE_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.450893	0.923045	0.597242
data-hcp/disease/am	sub-UB613LMA_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.947607	0.904633	0.544133
data-hcp/disease/am	sub-UJ223ZPN_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.241623	0.919767	0.588019
data-hcp/disease/am	sub-UL604WPY_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.449261	0.930580	0.635644
data-hcp/disease/am	sub-UM818JC1_dwi	1.5 1.5 1.5 	28/370	3005.000000	2.421896	0.911370	0.555977
data-hcp/disease/am	sub-UN644CEG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.678783	0.918628	0.561983
data-hcp/disease/am	sub-UT852KUX_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.240635	0.932107	0.627143
data-hcp/disease/am	sub-UV595UKC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.268863	0.928456	0.607600
data-hcp/disease/am	sub-UX148UNU_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.287776	0.930000	0.618928
data-hcp/disease/am	sub-VD685PK0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.344447	0.924474	0.605438
data-hcp/disease/am	sub-VL144YVF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.556984	0.923416	0.612828
data-hcp/disease/am	sub-VT650LTR_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.228185	0.906691	0.496766
data-hcp/disease/am	sub-WB552EL0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.271894	0.898775	0.450822
data-hcp/disease/am	sub-WF314RJ0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.579707	0.928870	0.614704
data-hcp/disease/am	sub-WH523DTV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.584849	0.923535	0.611385
data-hcp/disease/am	sub-WJ818VXA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.533433	0.927747	0.602060
data-hcp/disease/am	sub-WK081NTV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.595958	0.923099	0.585629
data-hcp/disease/am	sub-WK858FA2_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.589633	0.924207	0.592196
data-hcp/disease/am	sub-WL255WP4_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.320799	0.909327	0.517558
data-hcp/disease/am	sub-WL277NXF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.580047	0.932281	0.637772
data-hcp/disease/am	sub-WM071DRZ_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.855403	0.910193	0.562414
data-hcp/disease/am	sub-WR967DDM_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.361295	0.928676	0.618241
data-hcp/disease/am	sub-WT226PU5_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.211112	0.931870	0.658355
data-hcp/disease/am	sub-WU139LAY_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.508742	0.930494	0.625519
data-hcp/disease/am	sub-WV016ZAT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.315821	0.902574	0.474076
data-hcp/disease/am	sub-WV911CRE_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.945804	0.890013	0.420928
data-hcp/disease/am	sub-WW011RWB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.223772	0.906237	0.558131
data-hcp/disease/am	sub-XA148KPL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.405908	0.914078	0.590428
data-hcp/disease/am	sub-XB633RWH_dwi	1.5 1.5 1.5 	21/277	3010.000000	2.549992	0.930622	0.619721
data-hcp/disease/am	sub-XC844RKF_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.359388	0.928734	0.638543
data-hcp/disease/am	sub-XD921NRV_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.465592	0.923987	0.568832
data-hcp/disease/am	sub-XH480BBY_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.361101	0.919350	0.597875
data-hcp/disease/am	sub-XU436VU8_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.282777	0.914933	0.562085
data-hcp/disease/am	sub-XU500EFT_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.184180	0.910323	0.554135
data-hcp/disease/am	sub-XU558HYG_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.627784	0.923458	0.591170
data-hcp/disease/am	sub-XW427WL7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.456498	0.921800	0.600507
data-hcp/disease/am	sub-YB181GTB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.108807	0.921583	0.603699
data-hcp/disease/am	sub-YD169AYQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.300015	0.924099	0.599280
data-hcp/disease/am	sub-YE405JJL_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.355761	0.925381	0.606237
data-hcp/disease/am	sub-YJ776BL8_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.333777	0.925673	0.629809
data-hcp/disease/am	sub-YL073LRB_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.252385	0.923478	0.603381
data-hcp/disease/am	sub-YL543NKR_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.709252	0.745997	0.359313
data-hcp/disease/am	sub-YM648GK3_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.295821	0.913377	0.554530
data-hcp/disease/am	sub-YZ259VUP_dwi	1.5 1.5 1.5 	28/370	3010.000000	0.783265	0.788553	0.142673
data-hcp/disease/am	sub-ZA729ME0_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.556943	0.928645	0.635254
data-hcp/disease/am	sub-ZD059PPL_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.970456	0.821003	0.323529
data-hcp/disease/am	sub-ZD567UW4_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.203162	0.929144	0.626892
data-hcp/disease/am	sub-ZJ558XA7_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.043873	0.925039	0.626945
data-hcp/disease/am	sub-ZL315ZRQ_dwi	1.5 1.5 1.5 	28/370	3005.000000	2.410035	0.917266	0.561545
data-hcp/disease/am	sub-ZM711THA_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.517393	0.930192	0.620720
data-hcp/disease/am	sub-ZN877YYQ_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.604227	0.932575	0.634505
data-hcp/disease/am	sub-ZP892XY9_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.748431	0.880894	0.380008
data-hcp/disease/am	sub-ZW884MZC_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.307225	0.921582	0.614141
data-hcp/disease/am	sub-ZY521CWK_dwi	1.5 1.5 1.5 	28/370	3010.000000	2.321144	0.913311	0.540677
data-hcp/disease/banda	BANDA001_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.455807	0.945537	0.783470
data-hcp/disease/banda	BANDA002_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.435102	0.948881	0.790559
data-hcp/disease/banda	BANDA003_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.493562	0.943359	0.769873
data-hcp/disease/banda	BANDA004_dwi	1.5 1.5 1.5 	28/370	3010.000000	1.376112	0.927978	0.738682
